brand,productYear,new_bool,imported_bool,price,date
bmw,2007,False,True,600000000,21/03/2020
vinfast,2020,True,False,1378000000,21/03/2020
mercedes-benz,2015,False,True,780000000,21/03/2020
toyota,2019,False,False,469000000,21/03/2020
suzuki,2017,False,False,428000000,21/03/2020
vinfast,2019,True,False,1129000000,21/03/2020
vinfast,2020,True,False,1580000000,21/03/2020
toyota,2011,False,True,495000000,21/03/2020
porsche,2013,False,True,2390000000,21/03/2020
landrover,2009,False,True,895000000,21/03/2020
mitsubishi,2020,True,False,825000000,21/03/2020
porsche,2009,False,True,825000000,21/03/2020
mitsubishi,2019,True,False,959000000,21/03/2020
mitsubishi,2019,True,True,685000000,21/03/2020
mazda,2014,False,False,620000000,21/03/2020
mazda,2014,False,False,635000000,21/03/2020
mazda,2016,False,False,740000000,21/03/2020
mazda,2015,False,False,455000000,21/03/2020
bmw,2007,False,True,600000000,21/03/2020
vinfast,2020,True,False,1378000000,21/03/2020
mercedes-benz,2015,False,True,780000000,21/03/2020
toyota,2019,False,False,469000000,21/03/2020
suzuki,2017,False,False,428000000,21/03/2020
vinfast,2019,True,False,1129000000,21/03/2020
vinfast,2020,True,False,1580000000,21/03/2020
toyota,2011,False,True,495000000,21/03/2020
porsche,2013,False,True,2390000000,21/03/2020
landrover,2009,False,True,895000000,21/03/2020
mitsubishi,2020,True,False,825000000,21/03/2020
porsche,2009,False,True,825000000,21/03/2020
mitsubishi,2019,True,False,959000000,21/03/2020
mitsubishi,2019,True,True,685000000,21/03/2020
mazda,2014,False,False,620000000,21/03/2020
mazda,2014,False,False,635000000,21/03/2020
mazda,2016,False,False,740000000,21/03/2020
mazda,2015,False,False,455000000,21/03/2020
bmw,2007,False,True,600000000,21/03/2020
vinfast,2020,True,False,1378000000,21/03/2020
mercedes-benz,2015,False,True,780000000,21/03/2020
toyota,2019,False,False,469000000,21/03/2020
suzuki,2017,False,False,428000000,21/03/2020
vinfast,2019,True,False,1129000000,21/03/2020
vinfast,2020,True,False,1580000000,21/03/2020
toyota,2011,False,True,495000000,21/03/2020
porsche,2013,False,True,2390000000,21/03/2020
landrover,2009,False,True,895000000,21/03/2020
mitsubishi,2020,True,False,825000000,21/03/2020
porsche,2009,False,True,825000000,21/03/2020
mitsubishi,2019,True,False,959000000,21/03/2020
mitsubishi,2019,True,True,685000000,21/03/2020
mazda,2014,False,False,620000000,21/03/2020
mazda,2014,False,False,635000000,21/03/2020
mazda,2016,False,False,740000000,21/03/2020
mazda,2015,False,False,455000000,21/03/2020
bmw,2007,False,True,600000000,21/03/2020
vinfast,2020,True,False,1378000000,21/03/2020
mercedes-benz,2015,False,True,780000000,21/03/2020
toyota,2019,False,False,469000000,21/03/2020
suzuki,2017,False,False,428000000,21/03/2020
vinfast,2019,True,False,1129000000,21/03/2020
vinfast,2020,True,False,1580000000,21/03/2020
toyota,2011,False,True,495000000,21/03/2020
porsche,2013,False,True,2390000000,21/03/2020
landrover,2009,False,True,895000000,21/03/2020
mitsubishi,2020,True,False,825000000,21/03/2020
porsche,2009,False,True,825000000,21/03/2020
mitsubishi,2019,True,False,959000000,21/03/2020
mitsubishi,2019,True,True,685000000,21/03/2020
mazda,2014,False,False,620000000,21/03/2020
mazda,2014,False,False,635000000,21/03/2020
mazda,2016,False,False,740000000,21/03/2020
mazda,2015,False,False,455000000,21/03/2020
bmw,2007,False,True,600000000,21/03/2020
vinfast,2020,True,False,1378000000,21/03/2020
mercedes-benz,2015,False,True,780000000,21/03/2020
toyota,2019,False,False,469000000,21/03/2020
suzuki,2017,False,False,428000000,21/03/2020
vinfast,2019,True,False,1129000000,21/03/2020
vinfast,2020,True,False,1580000000,21/03/2020
toyota,2011,False,True,495000000,21/03/2020
porsche,2013,False,True,2390000000,21/03/2020
landrover,2009,False,True,895000000,21/03/2020
mitsubishi,2020,True,False,825000000,21/03/2020
porsche,2009,False,True,825000000,21/03/2020
mitsubishi,2019,True,False,959000000,21/03/2020
mitsubishi,2019,True,True,685000000,21/03/2020
mazda,2014,False,False,620000000,21/03/2020
mazda,2014,False,False,635000000,21/03/2020
mazda,2016,False,False,740000000,21/03/2020
mazda,2015,False,False,455000000,21/03/2020
bmw,2007,False,True,600000000,21/03/2020
vinfast,2020,True,False,1378000000,21/03/2020
mercedes-benz,2015,False,True,780000000,21/03/2020
toyota,2019,False,False,469000000,21/03/2020
suzuki,2017,False,False,428000000,21/03/2020
vinfast,2019,True,False,1129000000,21/03/2020
vinfast,2020,True,False,1580000000,21/03/2020
toyota,2011,False,True,495000000,21/03/2020
porsche,2013,False,True,2390000000,21/03/2020
landrover,2009,False,True,895000000,21/03/2020
mitsubishi,2020,True,False,825000000,21/03/2020
porsche,2009,False,True,825000000,21/03/2020
mitsubishi,2019,True,False,959000000,21/03/2020
mitsubishi,2019,True,True,685000000,21/03/2020
mazda,2014,False,False,620000000,21/03/2020
mazda,2014,False,False,635000000,21/03/2020
mazda,2016,False,False,740000000,21/03/2020
mazda,2015,False,False,455000000,21/03/2020
bmw,2007,False,True,600000000,21/03/2020
vinfast,2020,True,False,1378000000,21/03/2020
mercedes-benz,2015,False,True,780000000,21/03/2020
toyota,2019,False,False,469000000,21/03/2020
suzuki,2017,False,False,428000000,21/03/2020
vinfast,2019,True,False,1129000000,21/03/2020
vinfast,2020,True,False,1580000000,21/03/2020
toyota,2011,False,True,495000000,21/03/2020
porsche,2013,False,True,2390000000,21/03/2020
landrover,2009,False,True,895000000,21/03/2020
mitsubishi,2020,True,False,825000000,21/03/2020
porsche,2009,False,True,825000000,21/03/2020
mitsubishi,2019,True,False,959000000,21/03/2020
mitsubishi,2019,True,True,685000000,21/03/2020
mazda,2014,False,False,620000000,21/03/2020
mazda,2014,False,False,635000000,21/03/2020
mazda,2016,False,False,740000000,21/03/2020
mazda,2015,False,False,455000000,21/03/2020
bmw,2007,False,True,600000000,21/03/2020
vinfast,2020,True,False,1378000000,21/03/2020
mercedes-benz,2015,False,True,780000000,21/03/2020
toyota,2019,False,False,469000000,21/03/2020
suzuki,2017,False,False,428000000,21/03/2020
vinfast,2019,True,False,1129000000,21/03/2020
vinfast,2020,True,False,1580000000,21/03/2020
toyota,2011,False,True,495000000,21/03/2020
porsche,2013,False,True,2390000000,21/03/2020
landrover,2009,False,True,895000000,21/03/2020
mitsubishi,2020,True,False,825000000,21/03/2020
porsche,2009,False,True,825000000,21/03/2020
mitsubishi,2019,True,False,959000000,21/03/2020
mitsubishi,2019,True,True,685000000,21/03/2020
mazda,2014,False,False,620000000,21/03/2020
mazda,2014,False,False,635000000,21/03/2020
mazda,2016,False,False,740000000,21/03/2020
mazda,2015,False,False,455000000,21/03/2020
bmw,2007,False,True,600000000,21/03/2020
vinfast,2020,True,False,1378000000,21/03/2020
mercedes-benz,2015,False,True,780000000,21/03/2020
toyota,2019,False,False,469000000,21/03/2020
suzuki,2017,False,False,428000000,21/03/2020
vinfast,2019,True,False,1129000000,21/03/2020
vinfast,2020,True,False,1580000000,21/03/2020
toyota,2011,False,True,495000000,21/03/2020
porsche,2013,False,True,2390000000,21/03/2020
landrover,2009,False,True,895000000,21/03/2020
mitsubishi,2020,True,False,825000000,21/03/2020
porsche,2009,False,True,825000000,21/03/2020
mitsubishi,2019,True,False,959000000,21/03/2020
mitsubishi,2019,True,True,685000000,21/03/2020
mazda,2014,False,False,620000000,21/03/2020
mazda,2014,False,False,635000000,21/03/2020
mazda,2016,False,False,740000000,21/03/2020
mazda,2015,False,False,455000000,21/03/2020
bmw,2007,False,True,600000000,21/03/2020
vinfast,2020,True,False,1378000000,21/03/2020
mercedes-benz,2015,False,True,780000000,21/03/2020
toyota,2019,False,False,469000000,21/03/2020
suzuki,2017,False,False,428000000,21/03/2020
vinfast,2019,True,False,1129000000,21/03/2020
vinfast,2020,True,False,1580000000,21/03/2020
toyota,2011,False,True,495000000,21/03/2020
porsche,2013,False,True,2390000000,21/03/2020
landrover,2009,False,True,895000000,21/03/2020
mitsubishi,2020,True,False,825000000,21/03/2020
porsche,2009,False,True,825000000,21/03/2020
mitsubishi,2019,True,False,959000000,21/03/2020
mitsubishi,2019,True,True,685000000,21/03/2020
mazda,2014,False,False,620000000,21/03/2020
mazda,2014,False,False,635000000,21/03/2020
mazda,2016,False,False,740000000,21/03/2020
mazda,2015,False,False,455000000,21/03/2020
bmw,2007,False,True,600000000,21/03/2020
vinfast,2020,True,False,1378000000,21/03/2020
mercedes-benz,2015,False,True,780000000,21/03/2020
toyota,2019,False,False,469000000,21/03/2020
suzuki,2017,False,False,428000000,21/03/2020
vinfast,2019,True,False,1129000000,21/03/2020
vinfast,2020,True,False,1580000000,21/03/2020
toyota,2011,False,True,495000000,21/03/2020
porsche,2013,False,True,2390000000,21/03/2020
landrover,2009,False,True,895000000,21/03/2020
mitsubishi,2020,True,False,825000000,21/03/2020
porsche,2009,False,True,825000000,21/03/2020
mitsubishi,2019,True,False,959000000,21/03/2020
mitsubishi,2019,True,True,685000000,21/03/2020
mazda,2014,False,False,620000000,21/03/2020
mazda,2014,False,False,635000000,21/03/2020
mazda,2016,False,False,740000000,21/03/2020
mazda,2015,False,False,455000000,21/03/2020
bmw,2007,False,True,600000000,21/03/2020
vinfast,2020,True,False,1378000000,21/03/2020
mercedes-benz,2015,False,True,780000000,21/03/2020
toyota,2019,False,False,469000000,21/03/2020
suzuki,2017,False,False,428000000,21/03/2020
vinfast,2019,True,False,1129000000,21/03/2020
vinfast,2020,True,False,1580000000,21/03/2020
toyota,2011,False,True,495000000,21/03/2020
porsche,2013,False,True,2390000000,21/03/2020
landrover,2009,False,True,895000000,21/03/2020
mitsubishi,2020,True,False,825000000,21/03/2020
porsche,2009,False,True,825000000,21/03/2020
mitsubishi,2019,True,False,959000000,21/03/2020
mitsubishi,2019,True,True,685000000,21/03/2020
mazda,2014,False,False,620000000,21/03/2020
mazda,2014,False,False,635000000,21/03/2020
mazda,2016,False,False,740000000,21/03/2020
mazda,2015,False,False,455000000,21/03/2020
bmw,2007,False,True,600000000,21/03/2020
vinfast,2020,True,False,1378000000,21/03/2020
